id	sentence_number	token	token_number	pos	entity	lemma
4185	1	Several	1	ADJ	None	several
4185	1	Swedish	2	ADJ	NORP	swedish
4185	1	universities	3	NOUN	None	university
4185	1	place	4	VERB	None	place
4185	1	high	5	ADJ	None	high
4185	1	in	6	ADP	None	in
4185	1	European	7	ADJ	NORP	european
4185	1	rankings	8	NOUN	None	ranking
4185	1	,	9	PUNCT	None	,
4185	1	and	10	CCONJ	None	and
4185	1	their	11	PRON	None	their
4185	1	research	12	NOUN	None	research
4185	1	has	13	AUX	None	have
4185	1	contributed	14	VERB	None	contribute
4185	1	to	15	ADP	None	to
4185	1	the	16	DET	None	the
4185	1	global	17	ADJ	None	global
4185	1	success	18	NOUN	None	success
4185	1	of	19	ADP	None	of
4185	1	Sweden	20	PROPN	GPE	Sweden
4185	1	’s	21	PART	None	’s
4185	1	many	22	ADJ	None	many
4185	1	high	23	ADJ	None	high
4185	1	-	24	PUNCT	None	-
4185	1	tech	25	NOUN	None	tech
4185	1	companies	26	NOUN	None	company
4185	1	.	27	PUNCT	None	.
4185	2	Many	1	ADJ	None	many
4185	2	Master	2	PROPN	None	Master
4185	2	's	3	PART	None	's
4185	2	programmes	4	NOUN	None	programme
4185	2	are	5	AUX	None	be
4185	2	taught	6	VERB	None	teach
4185	2	in	7	ADP	None	in
4185	2	English	8	PROPN	LANGUAGE	English
4185	2	,	9	PUNCT	None	,
4185	2	and	10	CCONJ	None	and
4185	2	scholarships	11	NOUN	None	scholarship
4185	2	are	12	AUX	None	be
4185	2	available	13	ADJ	None	available
4185	2	for	14	ADP	None	for
4185	2	international	15	ADJ	None	international
4185	2	students	16	NOUN	None	student
4185	2	.	17	PUNCT	None	.
4185	3	More	1	ADJ	CARDINAL	More
4185	3	than	2	ADP	CARDINAL	than
4185	3	20,000	3	NUM	CARDINAL	20,000
4185	3	foreign	4	ADJ	None	foreign
4185	3	students	5	NOUN	None	student
4185	3	are	6	AUX	None	be
4185	3	studying	7	VERB	None	study
4185	3	in	8	ADP	None	in
4185	3	Sweden	9	PROPN	GPE	Sweden
4185	3	,	10	PUNCT	None	,
4185	3	making	11	VERB	None	make
4185	3	for	12	ADP	None	for
4185	3	a	13	DET	None	a
4185	3	vibrant	14	ADJ	None	vibrant
4185	3	,	15	PUNCT	None	,
4185	3	international	16	ADJ	None	international
4185	3	study	17	NOUN	None	study
4185	3	environment	18	NOUN	None	environment
4185	3	.	19	PUNCT	None	.
4185	4	A	1	DET	None	a
4185	4	good	2	ADJ	None	good
4185	4	part	3	NOUN	None	part
4185	4	of	4	ADP	None	of
4185	4	their	5	PRON	None	their
4185	4	social	6	ADJ	None	social
4185	4	life	7	NOUN	None	life
4185	4	revolves	8	VERB	None	revolve
4185	4	around	9	ADP	None	around
4185	4	their	10	PRON	None	their
4185	4	student	11	NOUN	None	student
4185	4	union	12	NOUN	None	union
4185	4	.	13	PUNCT	None	.
4185	5	The	1	DET	None	the
4185	5	union	2	NOUN	None	union
4185	5	can	3	AUX	None	can
4185	5	often	4	ADV	None	often
4185	5	help	5	VERB	None	help
4185	5	you	6	PRON	None	you
4185	5	with	7	ADP	None	with
4185	5	finding	8	VERB	None	find
4185	5	accommodation	9	NOUN	None	accommodation
4185	5	and	10	CCONJ	None	and
4185	5	other	11	ADJ	None	other
4185	5	practical	12	ADJ	None	practical
4185	5	matters	13	NOUN	None	matter
4185	5	.	14	PUNCT	None	.
4185	6	Relations	1	NOUN	None	relation
4185	6	between	2	ADP	None	between
4185	6	students	3	NOUN	None	student
4185	6	and	4	CCONJ	None	and
4185	6	teachers	5	NOUN	None	teacher
4185	6	are	6	AUX	None	be
4185	6	highly	7	ADV	None	highly
4185	6	informal	8	ADJ	None	informal
4185	6	.	9	PUNCT	None	.
4185	7	Personal	1	ADJ	None	personal
4185	7	initiative	2	NOUN	None	initiative
4185	7	and	3	CCONJ	None	and
4185	7	independent	4	ADJ	None	independent
4185	7	thinking	5	NOUN	None	thinking
4185	7	are	6	AUX	None	be
4185	7	prized	7	VERB	None	prize
4185	7	.	8	PUNCT	None	.
4185	8	Students	1	NOUN	None	student
4185	8	are	2	AUX	None	be
4185	8	required	3	VERB	None	require
4185	8	to	4	PART	None	to
4185	8	take	5	VERB	None	take
4185	8	an	6	DET	None	an
4185	8	active	7	ADJ	None	active
4185	8	role	8	NOUN	None	role
4185	8	and	9	CCONJ	None	and
4185	8	contribute	10	VERB	None	contribute
4185	8	with	11	ADP	None	with
4185	8	opinions	12	NOUN	None	opinion
4185	8	and	13	CCONJ	None	and
4185	8	ideas	14	NOUN	None	idea
4185	8	at	15	ADP	None	at
4185	8	lectures	16	NOUN	None	lecture
4185	8	,	17	PUNCT	None	,
4185	8	seminars	18	NOUN	None	seminar
4185	8	and	19	CCONJ	None	and
4185	8	in	20	ADP	None	in
4185	8	group	21	NOUN	None	group
4185	8	discussions	22	NOUN	None	discussion
4185	8	.	23	PUNCT	None	.
4185	9	Taking	1	VERB	None	take
4185	9	the	2	DET	None	the
4185	9	initiative	3	NOUN	None	initiative
4185	9	and	4	CCONJ	None	and
4185	9	questioning	5	VERB	None	question
4185	9	old	6	ADJ	None	old
4185	9	presumptions	7	NOUN	None	presumption
4185	9	is	8	AUX	None	be
4185	9	rewarding	9	ADJ	None	rewarding
4185	9	,	10	PUNCT	None	,
4185	9	especially	11	ADV	None	especially
4185	9	in	12	ADP	None	in
4185	9	the	13	DET	None	the
4185	9	long	14	ADJ	None	long
4185	9	term	15	NOUN	None	term
4185	9	.	16	PUNCT	None	.
4185	10	Many	1	ADJ	None	many
4185	10	programmes	2	NOUN	None	programme
4185	10	also	3	ADV	None	also
4185	10	cooperate	4	VERB	None	cooperate
4185	10	closely	5	ADV	None	closely
4185	10	with	6	ADP	None	with
4185	10	industry	7	NOUN	None	industry
4185	10	.	8	PUNCT	None	.
4782	1	Several	1	ADJ	None	several
4782	1	Swedish	2	ADJ	NORP	swedish
4782	1	universities	3	NOUN	None	university
4782	1	place	4	VERB	None	place
4782	1	high	5	ADJ	None	high
4782	1	in	6	ADP	None	in
4782	1	European	7	ADJ	NORP	european
4782	1	rankings	8	NOUN	None	ranking
4782	1	,	9	PUNCT	None	,
4782	1	and	10	CCONJ	None	and
4782	1	their	11	PRON	None	their
4782	1	research	12	NOUN	None	research
4782	1	has	13	AUX	None	have
4782	1	contributed	14	VERB	None	contribute
4782	1	to	15	ADP	None	to
4782	1	the	16	DET	None	the
4782	1	global	17	ADJ	None	global
4782	1	success	18	NOUN	None	success
4782	1	of	19	ADP	None	of
4782	1	Sweden	20	PROPN	GPE	Sweden
4782	1	’s	21	PART	None	’s
4782	1	many	22	ADJ	None	many
4782	1	high	23	ADJ	None	high
4782	1	-	24	PUNCT	None	-
4782	1	tech	25	NOUN	None	tech
4782	1	companies	26	NOUN	None	company
4782	1	.	27	PUNCT	None	.
4782	2	The	1	DET	None	the
4782	2	education	2	NOUN	None	education
4782	2	system	3	NOUN	None	system
4782	2	is	4	AUX	None	be
4782	2	student	5	NOUN	None	student
4782	2	-	6	PUNCT	None	-
4782	2	centric	7	NOUN	None	centric
4782	2	and	8	CCONJ	None	and
4782	2	relations	9	NOUN	None	relation
4782	2	between	10	ADP	None	between
4782	2	students	11	NOUN	None	student
4782	2	and	12	CCONJ	None	and
4782	2	teachers	13	NOUN	None	teacher
4782	2	are	14	AUX	None	be
4782	2	highly	15	ADV	None	highly
4782	2	informal	16	ADJ	None	informal
4782	2	.	17	PUNCT	None	.
4782	3	Personal	1	ADJ	None	personal
4782	3	initiative	2	NOUN	None	initiative
4782	3	and	3	CCONJ	None	and
4782	3	independent	4	ADJ	None	independent
4782	3	thinking	5	NOUN	None	thinking
4782	3	are	6	AUX	None	be
4782	3	prized	7	VERB	None	prize
4782	3	.	8	PUNCT	None	.
4782	4	Students	1	NOUN	None	student
4782	4	are	2	AUX	None	be
4782	4	required	3	VERB	None	require
4782	4	to	4	PART	None	to
4782	4	take	5	VERB	None	take
4782	4	an	6	DET	None	an
4782	4	active	7	ADJ	None	active
4782	4	role	8	NOUN	None	role
4782	4	and	9	CCONJ	None	and
4782	4	contribute	10	VERB	None	contribute
4782	4	with	11	ADP	None	with
4782	4	opinions	12	NOUN	None	opinion
4782	4	and	13	CCONJ	None	and
4782	4	ideas	14	NOUN	None	idea
4782	4	at	15	ADP	None	at
4782	4	lectures	16	NOUN	None	lecture
4782	4	,	17	PUNCT	None	,
4782	4	seminars	18	NOUN	None	seminar
4782	4	and	19	CCONJ	None	and
4782	4	in	20	ADP	None	in
4782	4	group	21	NOUN	None	group
4782	4	discussions	22	NOUN	None	discussion
4782	4	.	23	PUNCT	None	.
4782	5	Taking	1	VERB	None	take
4782	5	the	2	DET	None	the
4782	5	initiative	3	NOUN	None	initiative
4782	5	and	4	CCONJ	None	and
4782	5	questioning	5	VERB	None	question
4782	5	old	6	ADJ	None	old
4782	5	presumptions	7	NOUN	None	presumption
4782	5	is	8	AUX	None	be
4782	5	rewarding	9	ADJ	None	rewarding
4782	5	,	10	PUNCT	None	,
4782	5	especially	11	ADV	None	especially
4782	5	in	12	ADP	None	in
4782	5	the	13	DET	None	the
4782	5	long	14	ADJ	None	long
4782	5	term	15	NOUN	None	term
4782	5	.	16	PUNCT	None	.
4782	6	Many	1	ADJ	None	many
4782	6	programmes	2	NOUN	None	programme
4782	6	also	3	ADV	None	also
4782	6	cooperate	4	VERB	None	cooperate
4782	6	closely	5	ADV	None	closely
4782	6	with	6	ADP	None	with
4782	6	industry	7	NOUN	None	industry
4782	6	,	8	PUNCT	None	,
4782	6	offering	9	VERB	None	offer
4782	6	students	10	NOUN	None	student
4782	6	the	11	DET	None	the
4782	6	possibility	12	NOUN	None	possibility
4782	6	to	13	PART	None	to
4782	6	mix	14	VERB	None	mix
4782	6	study	15	NOUN	None	study
4782	6	and	16	CCONJ	None	and
4782	6	practical	17	ADJ	None	practical
4782	6	work	18	NOUN	None	work
4782	6	.	19	PUNCT	None	.
4782	7	Currently	1	ADV	None	currently
4782	7	,	2	PUNCT	None	,
4782	7	more	3	ADJ	CARDINAL	more
4782	7	than	4	ADP	CARDINAL	than
4782	7	20,000	5	NUM	CARDINAL	20,000
4782	7	foreign	6	ADJ	None	foreign
4782	7	students	7	NOUN	None	student
4782	7	are	8	AUX	None	be
4782	7	studying	9	VERB	None	study
4782	7	in	10	ADP	None	in
4782	7	Sweden	11	PROPN	GPE	Sweden
4782	7	,	12	PUNCT	None	,
4782	7	making	13	VERB	None	make
4782	7	for	14	ADP	None	for
4782	7	a	15	DET	None	a
4782	7	vibrant	16	ADJ	None	vibrant
4782	7	,	17	PUNCT	None	,
4782	7	international	18	ADJ	None	international
4782	7	study	19	NOUN	None	study
4782	7	environment	20	NOUN	None	environment
4782	7	.	21	PUNCT	None	.
4782	8	A	1	DET	None	a
4782	8	good	2	ADJ	None	good
4782	8	part	3	NOUN	None	part
4782	8	of	4	ADP	None	of
4782	8	their	5	PRON	None	their
4782	8	social	6	ADJ	None	social
4782	8	life	7	NOUN	None	life
4782	8	revolves	8	VERB	None	revolve
4782	8	around	9	ADP	None	around
4782	8	their	10	PRON	None	their
4782	8	student	11	NOUN	None	student
4782	8	union	12	NOUN	None	union
4782	8	.	13	PUNCT	None	.
4782	9	The	1	DET	None	the
4782	9	union	2	NOUN	None	union
4782	9	can	3	AUX	None	can
4782	9	often	4	ADV	None	often
4782	9	help	5	VERB	None	help
4782	9	you	6	PRON	None	you
4782	9	with	7	ADP	None	with
4782	9	finding	8	VERB	None	find
4782	9	accommodation	9	NOUN	None	accommodation
4782	9	and	10	CCONJ	None	and
4782	9	other	11	ADJ	None	other
4782	9	practical	12	ADJ	None	practical
4782	9	matters	13	NOUN	None	matter
4782	9	.	14	PUNCT	None	.
4782	10	Many	1	ADJ	None	many
4782	10	Master	2	PROPN	None	Master
4782	10	's	3	PART	None	's
4782	10	Programmes	4	PROPN	None	Programmes
4782	10	are	5	AUX	None	be
4782	10	taught	6	VERB	None	teach
4782	10	in	7	ADP	None	in
4782	10	English	8	PROPN	LANGUAGE	English
4782	10	.	9	PUNCT	None	.
4783	1	Several	1	ADJ	None	several
4783	1	Swedish	2	ADJ	NORP	swedish
4783	1	universities	3	NOUN	None	university
4783	1	place	4	VERB	None	place
4783	1	high	5	ADJ	None	high
4783	1	in	6	ADP	None	in
4783	1	European	7	ADJ	NORP	european
4783	1	rankings	8	NOUN	None	ranking
4783	1	,	9	PUNCT	None	,
4783	1	and	10	CCONJ	None	and
4783	1	their	11	PRON	None	their
4783	1	research	12	NOUN	None	research
4783	1	has	13	AUX	None	have
4783	1	contributed	14	VERB	None	contribute
4783	1	to	15	ADP	None	to
4783	1	the	16	DET	None	the
4783	1	global	17	ADJ	None	global
4783	1	success	18	NOUN	None	success
4783	1	of	19	ADP	None	of
4783	1	Sweden	20	PROPN	GPE	Sweden
4783	1	’s	21	PART	None	’s
4783	1	many	22	ADJ	None	many
4783	1	high	23	ADJ	None	high
4783	1	-	24	PUNCT	None	-
4783	1	tech	25	NOUN	None	tech
4783	1	companies	26	NOUN	None	company
4783	1	.	27	PUNCT	None	.
4783	2	The	1	DET	None	the
4783	2	education	2	NOUN	None	education
4783	2	system	3	NOUN	None	system
4783	2	is	4	AUX	None	be
4783	2	student	5	NOUN	None	student
4783	2	-	6	PUNCT	None	-
4783	2	centric	7	NOUN	None	centric
4783	2	and	8	CCONJ	None	and
4783	2	relations	9	NOUN	None	relation
4783	2	between	10	ADP	None	between
4783	2	students	11	NOUN	None	student
4783	2	and	12	CCONJ	None	and
4783	2	teachers	13	NOUN	None	teacher
4783	2	are	14	AUX	None	be
4783	2	highly	15	ADV	None	highly
4783	2	informal	16	ADJ	None	informal
4783	2	.	17	PUNCT	None	.
4783	3	Personal	1	ADJ	None	personal
4783	3	initiative	2	NOUN	None	initiative
4783	3	and	3	CCONJ	None	and
4783	3	independent	4	ADJ	None	independent
4783	3	thinking	5	NOUN	None	thinking
4783	3	are	6	AUX	None	be
4783	3	prized	7	VERB	None	prize
4783	3	.	8	PUNCT	None	.
4783	4	Students	1	NOUN	None	student
4783	4	are	2	AUX	None	be
4783	4	required	3	VERB	None	require
4783	4	to	4	PART	None	to
4783	4	take	5	VERB	None	take
4783	4	an	6	DET	None	an
4783	4	active	7	ADJ	None	active
4783	4	role	8	NOUN	None	role
4783	4	and	9	CCONJ	None	and
4783	4	contribute	10	VERB	None	contribute
4783	4	with	11	ADP	None	with
4783	4	opinions	12	NOUN	None	opinion
4783	4	and	13	CCONJ	None	and
4783	4	ideas	14	NOUN	None	idea
4783	4	at	15	ADP	None	at
4783	4	lectures	16	NOUN	None	lecture
4783	4	,	17	PUNCT	None	,
4783	4	seminars	18	NOUN	None	seminar
4783	4	and	19	CCONJ	None	and
4783	4	in	20	ADP	None	in
4783	4	group	21	NOUN	None	group
4783	4	discussions	22	NOUN	None	discussion
4783	4	.	23	PUNCT	None	.
4783	5	Taking	1	VERB	None	take
4783	5	the	2	DET	None	the
4783	5	initiative	3	NOUN	None	initiative
4783	5	and	4	CCONJ	None	and
4783	5	questioning	5	VERB	None	question
4783	5	old	6	ADJ	None	old
4783	5	presumptions	7	NOUN	None	presumption
4783	5	is	8	AUX	None	be
4783	5	rewarding	9	ADJ	None	rewarding
4783	5	,	10	PUNCT	None	,
4783	5	especially	11	ADV	None	especially
4783	5	in	12	ADP	None	in
4783	5	the	13	DET	None	the
4783	5	long	14	ADJ	None	long
4783	5	term	15	NOUN	None	term
4783	5	.	16	PUNCT	None	.
4783	6	Many	1	ADJ	None	many
4783	6	programmes	2	NOUN	None	programme
4783	6	also	3	ADV	None	also
4783	6	cooperate	4	VERB	None	cooperate
4783	6	closely	5	ADV	None	closely
4783	6	with	6	ADP	None	with
4783	6	industry	7	NOUN	None	industry
4783	6	,	8	PUNCT	None	,
4783	6	offering	9	VERB	None	offer
4783	6	students	10	NOUN	None	student
4783	6	the	11	DET	None	the
4783	6	possibility	12	NOUN	None	possibility
4783	6	to	13	PART	None	to
4783	6	mix	14	VERB	None	mix
4783	6	study	15	NOUN	None	study
4783	6	and	16	CCONJ	None	and
4783	6	practical	17	ADJ	None	practical
4783	6	work	18	NOUN	None	work
4783	6	.	19	PUNCT	None	.
4783	7	Currently	1	ADV	None	currently
4783	7	,	2	PUNCT	None	,
4783	7	more	3	ADJ	CARDINAL	more
4783	7	than	4	ADP	CARDINAL	than
4783	7	20,000	5	NUM	CARDINAL	20,000
4783	7	foreign	6	ADJ	None	foreign
4783	7	students	7	NOUN	None	student
4783	7	are	8	AUX	None	be
4783	7	studying	9	VERB	None	study
4783	7	in	10	ADP	None	in
4783	7	Sweden	11	PROPN	GPE	Sweden
4783	7	,	12	PUNCT	None	,
4783	7	making	13	VERB	None	make
4783	7	for	14	ADP	None	for
4783	7	a	15	DET	None	a
4783	7	vibrant	16	ADJ	None	vibrant
4783	7	,	17	PUNCT	None	,
4783	7	international	18	ADJ	None	international
4783	7	study	19	NOUN	None	study
4783	7	environment	20	NOUN	None	environment
4783	7	.	21	PUNCT	None	.
4783	8	A	1	DET	None	a
4783	8	good	2	ADJ	None	good
4783	8	part	3	NOUN	None	part
4783	8	of	4	ADP	None	of
4783	8	their	5	PRON	None	their
4783	8	social	6	ADJ	None	social
4783	8	life	7	NOUN	None	life
4783	8	revolves	8	VERB	None	revolve
4783	8	around	9	ADP	None	around
4783	8	their	10	PRON	None	their
4783	8	student	11	NOUN	None	student
4783	8	union	12	NOUN	None	union
4783	8	.	13	PUNCT	None	.
4783	9	The	1	DET	None	the
4783	9	union	2	NOUN	None	union
4783	9	can	3	AUX	None	can
4783	9	often	4	ADV	None	often
4783	9	help	5	VERB	None	help
4783	9	you	6	PRON	None	you
4783	9	with	7	ADP	None	with
4783	9	finding	8	VERB	None	find
4783	9	accommodation	9	NOUN	None	accommodation
4783	9	and	10	CCONJ	None	and
4783	9	other	11	ADJ	None	other
4783	9	practical	12	ADJ	None	practical
4783	9	matters	13	NOUN	None	matter
4783	9	.	14	PUNCT	None	.
4783	10	Many	1	ADJ	None	many
4783	10	Master	2	PROPN	None	Master
4783	10	's	3	PART	None	's
4783	10	Programmes	4	PROPN	None	Programmes
4783	10	are	5	AUX	None	be
4783	10	taught	6	VERB	None	teach
4783	10	in	7	ADP	None	in
4783	10	English	8	PROPN	LANGUAGE	English
4783	10	.	9	PUNCT	None	.
6404	1	Knitted	1	ADJ	None	knitted
6404	1	dress	2	NOUN	None	dress
6404	1	made	3	VERB	None	make
6404	1	of	4	ADP	None	of
6404	1	100	5	NUM	MONEY	100
6404	1	per	6	ADP	MONEY	per
6404	1	cent	7	NOUN	MONEY	cent
6404	1	paper	8	NOUN	None	paper
6404	1	from	9	ADP	None	from
6404	1	Swedish	10	ADJ	NORP	swedish
6404	1	forests	11	NOUN	None	forest
6404	1	.	12	PUNCT	None	.
6404	2	Produced	1	VERB	None	produce
6404	2	by	2	ADP	None	by
6404	2	Smart	3	PROPN	None	Smart
6404	2	Textiles	4	PROPN	None	Textiles
6404	2	at	5	ADP	None	at
6404	2	the	6	DET	ORG	the
6404	2	University	7	PROPN	ORG	University
6404	2	of	8	ADP	ORG	of
6404	2	Borås	9	PROPN	ORG	Borås
6404	2	in	10	ADP	None	in
6404	2	collaboration	11	NOUN	None	collaboration
6404	2	with	12	ADP	None	with
6404	2	a	13	DET	None	a
6404	2	number	14	NOUN	None	number
6404	2	of	15	ADP	None	of
6404	2	Swedish	16	ADJ	NORP	swedish
6404	2	companies	17	NOUN	None	company
6404	2	within	18	ADP	None	within
6404	2	the	19	DET	None	the
6404	2	project	20	NOUN	None	project
6404	2	Design	21	PROPN	ORG	Design
6404	2	for	22	ADP	ORG	for
6404	2	Recycling	23	PROPN	ORG	Recycling
6404	2	.	24	PUNCT	None	.
6404	3	The	1	DET	None	the
6404	3	project	2	NOUN	None	project
6404	3	is	3	AUX	None	be
6404	3	part	4	NOUN	None	part
6404	3	of	5	ADP	None	of
6404	3	the	6	DET	None	the
6404	3	Swedish	7	ADJ	NORP	swedish
6404	3	strategic	8	ADJ	None	strategic
6404	3	innovation	9	NOUN	None	innovation
6404	3	programme	10	NOUN	None	programme
6404	3	BioInnovation	11	PROPN	ORG	BioInnovation
4910	1	Learning	1	VERB	None	learn
4910	1	to	2	PART	None	to
4910	1	ride	3	VERB	None	ride
4910	1	a	4	DET	None	a
4910	1	bike	5	NOUN	None	bike
4910	1	is	6	AUX	None	be
4910	1	something	7	PRON	None	something
4910	1	you	8	PRON	None	you
4910	1	'll	9	AUX	None	will
4910	1	appreciate	10	VERB	None	appreciate
4910	1	throughout	11	ADP	None	throughout
4910	1	your	12	PRON	None	your
4910	1	life	13	NOUN	None	life
4910	1	.	14	PUNCT	None	.
4910	2	Kids	1	NOUN	None	kid
4910	2	are	2	AUX	None	be
4910	2	encouraged	3	VERB	None	encourage
4910	2	to	4	PART	None	to
4910	2	be	5	AUX	None	be
4910	2	independent	6	ADJ	None	independent
4910	2	and	7	CCONJ	None	and
4910	2	explore	8	VERB	None	explore
4910	2	their	9	PRON	None	their
4910	2	surroundings	10	NOUN	None	surrounding
4910	2	.	11	PUNCT	None	.
4910	3	Young	1	ADJ	None	young
4910	3	as	2	ADP	None	as
4910	3	old	3	ADJ	None	old
4910	3	,	4	PUNCT	None	,
4910	3	having	5	VERB	None	have
4910	3	your	6	PRON	None	your
4910	3	very	7	ADV	None	very
4910	3	own	8	ADJ	None	own
4910	3	mode	9	NOUN	None	mode
4910	3	of	10	ADP	None	of
4910	3	transportation	11	NOUN	None	transportation
4910	3	is	12	AUX	None	be
4910	3	a	13	DET	None	a
4910	3	great	14	ADJ	None	great
4910	3	way	15	NOUN	None	way
4910	3	to	16	PART	None	to
4910	3	explore	17	VERB	None	explore
4910	3	the	18	DET	None	the
4910	3	city	19	NOUN	None	city
4910	3	around	20	ADP	None	around
4910	3	you	21	PRON	None	you
4910	3	.	22	PUNCT	None	.
4910	4	Almost	1	ADV	CARDINAL	almost
4910	4	half	2	NOUN	CARDINAL	half
4910	4	of	3	ADP	None	of
4910	4	all	4	DET	None	all
4910	4	Swedes	5	NOUN	NORP	swede
4910	4	use	6	VERB	None	use
4910	4	their	7	PRON	None	their
4910	4	bike	8	NOUN	None	bike
4910	4	for	9	ADP	None	for
4910	4	exercise	10	NOUN	None	exercise
4910	4	during	11	ADP	None	during
4910	4	spring	12	NOUN	DATE	spring
4910	4	,	13	PUNCT	DATE	,
4910	4	summer	14	NOUN	DATE	summer
4910	4	and	15	CCONJ	DATE	and
4910	4	fall	16	NOUN	None	fall
4910	4	.	17	PUNCT	None	.
4910	5	Most	1	ADJ	None	Most
4910	5	kids	2	NOUN	None	kid
4910	5	in	3	ADP	None	in
4910	5	Sweden	4	PROPN	GPE	Sweden
4910	5	also	5	ADV	None	also
4910	5	live	6	VERB	None	live
4910	5	close	7	ADJ	None	close
4910	5	enough	8	ADV	None	enough
4910	5	to	9	ADP	None	to
4910	5	their	10	PRON	None	their
4910	5	school	11	NOUN	None	school
4910	5	to	12	PART	None	to
4910	5	be	13	AUX	None	be
4910	5	able	14	ADJ	None	able
4910	5	to	15	PART	None	to
4910	5	walk	16	VERB	None	walk
4910	5	or	17	CCONJ	None	or
4910	5	bike	18	VERB	None	bike
4910	5	there	19	ADV	None	there
4910	5	on	20	ADP	None	on
4910	5	their	21	PRON	None	their
4910	5	own	22	ADJ	None	own
4910	5	.	23	PUNCT	None	.
4895	1	A	1	DET	None	a
4895	1	family	2	NOUN	None	family
4895	1	bike	3	NOUN	None	bike
4895	1	excursion	4	NOUN	None	excursion
4895	1	is	5	AUX	None	be
4895	1	so	6	ADV	None	so
4895	1	much	7	ADV	None	much
4895	1	more	8	ADJ	None	more
4895	1	than	9	ADP	None	than
4895	1	getting	10	VERB	None	get
4895	1	from	11	ADP	None	from
4895	1	point	12	NOUN	None	point
4895	1	A	13	NOUN	None	a
4895	1	to	14	PART	None	to
4895	1	point	15	VERB	None	point
4895	1	B.	16	PROPN	PERSON	B.
4895	2	It	1	PRON	None	it
4895	2	is	2	AUX	None	be
4895	2	quality	3	NOUN	None	quality
4895	2	time	4	NOUN	None	time
4895	2	in	5	ADP	None	in
4895	2	its	6	PRON	None	its
4895	2	essence	7	NOUN	None	essence
4895	2	:	8	PUNCT	None	:
4895	2	educational	9	ADJ	None	educational
4895	2	,	10	PUNCT	None	,
4895	2	fun	11	NOUN	None	fun
4895	2	and	12	CCONJ	None	and
4895	2	filled	13	VERB	None	fill
4895	2	with	14	ADP	None	with
4895	2	exercise	15	NOUN	None	exercise
4895	2	.	16	PUNCT	None	.
4895	3	Parental	1	ADJ	None	parental
4895	3	leave	2	NOUN	None	leave
4895	3	is	3	AUX	None	be
4895	3	a	4	DET	None	a
4895	3	central	5	ADJ	None	central
4895	3	part	6	NOUN	None	part
4895	3	of	7	ADP	None	of
4895	3	Swedish	8	ADJ	NORP	swedish
4895	3	family	9	NOUN	None	family
4895	3	life	10	NOUN	None	life
4895	3	.	11	PUNCT	None	.
4895	4	Parental	1	ADJ	None	parental
4895	4	leave	2	NOUN	None	leave
4895	4	is	3	AUX	None	be
4895	4	paid	4	VERB	None	pay
4895	4	for	5	ADP	None	for
4895	4	480	6	NUM	DATE	480
4895	4	days	7	NOUN	DATE	day
4895	4	,	8	PUNCT	None	,
4895	4	shared	9	VERB	None	share
4895	4	between	10	ADP	None	between
4895	4	mother	11	NOUN	None	mother
4895	4	and	12	CCONJ	None	and
4895	4	father	13	NOUN	None	father
4895	4	,	14	PUNCT	None	,
4895	4	and	15	CCONJ	None	and
4895	4	amounts	16	VERB	None	amount
4895	4	to	17	ADP	None	to
4895	4	a	18	DET	None	a
4895	4	large	19	ADJ	None	large
4895	4	portion	20	NOUN	None	portion
4895	4	of	21	ADP	None	of
4895	4	your	22	PRON	None	your
4895	4	usual	23	ADJ	None	usual
4895	4	salary	24	NOUN	None	salary
4895	4	.	25	PUNCT	None	.
4895	5	60	1	NUM	DATE	60
4895	5	days	2	NOUN	DATE	day
4895	5	are	3	AUX	None	be
4895	5	reserved	4	VERB	None	reserve
4895	5	for	5	ADP	None	for
4895	5	each	6	DET	None	each
4895	5	parent	7	NOUN	None	parent
4895	5	.	8	PUNCT	None	.
4895	6	This	1	PRON	None	this
4895	6	is	2	AUX	None	be
4895	6	mainly	3	ADV	None	mainly
4895	6	to	4	PART	None	to
4895	6	encourage	5	VERB	None	encourage
4895	6	equality	6	NOUN	None	equality
4895	6	and	7	CCONJ	None	and
4895	6	shared	8	VERB	None	share
4895	6	responsibility	9	NOUN	None	responsibility
4895	6	.	10	PUNCT	None	.
4906	1	In	1	ADP	None	in
4906	1	Sweden	2	PROPN	GPE	Sweden
4906	1	,	3	PUNCT	None	,
4906	1	children	4	NOUN	None	child
4906	1	playing	5	VERB	None	play
4906	1	outdoors	6	NOUN	None	outdoor
4906	1	are	7	AUX	None	be
4906	1	a	8	DET	None	a
4906	1	common	9	ADJ	None	common
4906	1	sight	10	NOUN	None	sight
4906	1	.	11	PUNCT	None	.
4906	2	Each	1	DET	None	each
4906	2	season	2	NOUN	None	season
4906	2	has	3	VERB	None	have
4906	2	a	4	DET	None	a
4906	2	unique	5	ADJ	None	unique
4906	2	delight	6	NOUN	None	delight
4906	2	,	7	PUNCT	None	,
4906	2	with	8	ADP	None	with
4906	2	summer	9	NOUN	DATE	summer
4906	2	having	10	VERB	None	have
4906	2	the	11	DET	TIME	the
4906	2	most	12	ADJ	TIME	most
4906	2	hours	13	NOUN	TIME	hour
4906	2	of	14	ADP	None	of
4906	2	daylight	15	NOUN	None	daylight
4906	2	.	16	PUNCT	None	.
4907	1	In	1	ADP	None	in
4907	1	Sweden	2	PROPN	GPE	Sweden
4907	1	,	3	PUNCT	None	,
